MAGs	seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
GL53_Down_metabinner_30_sub	GL53_Down_metabinner_30_sub_325	7657	No terminal repeats	NA	12	11	0.9043	NA	2	6.0564	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_30_sub	GL53_Down_metabinner_30_sub_384	36006	No terminal repeats	NA	42	11	0.857	NA	7	33.5027	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_30_sub	GL53_Down_metabinner_30_sub_159	2550	No terminal repeats	NA	4	11	0.8121	NA	1	2.4368	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_5	GL53_Down_metabinner_5_38|provirus_30995_48972	17978	Provirus	30995-48972	21	11	0.8554	NA	10	28.0571	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_64	GL53_Down_metabinner_64_14	5494	No terminal repeats	NA	6	11	0.9801	NA	4	7.7177	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_64	GL53_Down_metabinner_64_654	2002	No terminal repeats	NA	5	11	0.8739	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_92_sub	GL53_Down_metabinner_92_sub_511	2987	No terminal repeats	NA	2	11	0.8516	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_94_sub	GL53_Down_metabinner_94_sub_132	5551	No terminal repeats	NA	8	11	0.9658	NA	1	4.2502	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_94_sub	GL53_Down_metabinner_94_sub_237	14554	No terminal repeats	NA	21	11	0.9628	NA	2	10.2699	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_94_sub	GL53_Down_metabinner_94_sub_408	3452	No terminal repeats	NA	12	11	0.9501	NA	1	4.4706	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_94_sub	GL53_Down_metabinner_94_sub_359	2462	No terminal repeats	NA	7	11	0.8345	NA	2	3.1965	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_concoct_234_sub	GL53_Up_concoct_234_sub_1496	3115	No terminal repeats	NA	5	11	0.9812	NA	2	6.6521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_concoct_234_sub	GL53_Up_concoct_234_sub_1778	3007	No terminal repeats	NA	5	11	0.9789	NA	2	4.5054	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_concoct_234_sub	GL53_Up_concoct_234_sub_1695	3432	No terminal repeats	NA	5	11	0.9707	NA	3	4.3948	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_concoct_234_sub	GL53_Up_concoct_234_sub_959	2244	No terminal repeats	NA	3	11	0.9595	NA	2	3.1213	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_concoct_234_sub	GL53_Up_concoct_234_sub_1210	1654	No terminal repeats	NA	3	11	0.9255	NA	1	3.124	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_concoct_234_sub	GL53_Up_concoct_234_sub_375	1913	No terminal repeats	NA	3	11	0.9253	NA	2	3.1213	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_concoct_234_sub	GL53_Up_concoct_234_sub_10	1851	No terminal repeats	NA	2	11	0.9231	NA	1	1.6317	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_concoct_234_sub	GL53_Up_concoct_234_sub_127	2712	No terminal repeats	NA	1	11	0.8798	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_concoct_234_sub	GL53_Up_concoct_234_sub_1539	5017	No terminal repeats	NA	11	11	0.8735	NA	2	5.1657	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_concoct_234_sub	GL53_Up_concoct_234_sub_982	1667	No terminal repeats	NA	4	11	0.871	NA	2	4.077	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_concoct_234_sub	GL53_Up_concoct_234_sub_1686	2670	No terminal repeats	NA	4	11	0.8451	NA	1	2.6016	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_concoct_234_sub	GL53_Up_concoct_234_sub_1628	1541	No terminal repeats	NA	2	11	0.8133	NA	1	1.7156	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabat_123_sub	GL53_Up_metabat_123_sub_213	8747	No terminal repeats	NA	8	11	0.9811	NA	1	12.235	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabat_123_sub	GL53_Up_metabat_123_sub_349	3623	No terminal repeats	NA	9	11	0.9628	NA	1	3.2126	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabat_123_sub	GL53_Up_metabat_123_sub_338	26001	No terminal repeats	NA	41	11	0.9577	NA	7	35.0423	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabat_149_sub	GL53_Up_metabat_149_sub_5|provirus_7536_50769	43234	Provirus	7536-50769	57	11	0.9476	NA	13	45.1582	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabat_149_sub	GL53_Up_metabat_149_sub_229	8008	No terminal repeats	NA	11	11	0.9187	NA	1	4.7008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabat_149_sub	GL53_Up_metabat_149_sub_256	4532	No terminal repeats	NA	3	11	0.9186	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabat_16	GL53_Up_metabat_16_16	47461	No terminal repeats	NA	66	11	0.9044	NA	11	30.7497	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabat_16	GL53_Up_metabat_16_145	32708	DTR	NA	49	11	0.9034	NA	3	12.9881	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabat_4	GL53_Up_metabat_4_75	5259	No terminal repeats	NA	9	11	0.9759	NA	5	8.1521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabat_5_sub	GL53_Up_metabat_5_sub_316	3596	No terminal repeats	NA	5	11	0.9147	NA	1	3.9096	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabat_73_sub	GL53_Up_metabat_73_sub_68	17720	No terminal repeats	NA	28	11	0.9702	NA	3	16.4765	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabat_73_sub	GL53_Up_metabat_73_sub_49	8561	No terminal repeats	NA	16	11	0.9278	NA	1	11.354	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabat_9_sub	GL53_Up_metabat_9_sub_88	2688	No terminal repeats	NA	2	11	0.9045	NA	1	2.81	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_1	GL53_Up_metabinner_1_443	6832	No terminal repeats	NA	10	11	0.9778	NA	2	11.9904	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_1	GL53_Up_metabinner_1_824	7524	No terminal repeats	NA	16	11	0.974	NA	3	13.9419	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_1	GL53_Up_metabinner_1_523	14425	No terminal repeats	NA	23	11	0.9715	NA	1	8.9929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_1	GL53_Up_metabinner_1_152	25873	No terminal repeats	NA	35	11	0.9554	NA	2	6.358	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_1	GL53_Up_metabinner_1_62	28609	No terminal repeats	NA	36	11	0.8922	NA	3	13.1681	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_1	GL53_Up_metabinner_1_901	10932	No terminal repeats	NA	14	11	0.8637	NA	1	4.2098	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_1	GL53_Up_metabinner_1_951	2128	No terminal repeats	NA	3	11	0.8592	NA	1	3.4323	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_19	GL53_Up_metabinner_19_113|provirus_6058_40418	34361	Provirus	6058-40418	47	11	0.9477	NA	13	60.1279	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_21	GL53_Up_metabinner_21_419	4943	No terminal repeats	NA	7	11	0.9371	NA	2	5.1446	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_21	GL53_Up_metabinner_21_64	3092	No terminal repeats	NA	4	11	0.9308	NA	3	5.1488	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_21	GL53_Up_metabinner_21_50	2444	No terminal repeats	NA	2	11	0.8924	NA	1	2.8858	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_42_sub	GL53_Up_metabinner_42_sub_107	3029	No terminal repeats	NA	5	11	0.8021	NA	1	2.7224	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_45_sub	GL53_Up_metabinner_45_sub_497	6836	No terminal repeats	NA	9	11	0.9827	NA	4	12.5754	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_45_sub	GL53_Up_metabinner_45_sub_285	6086	No terminal repeats	NA	6	15	0.9825	NA	4	10.0623	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_45_sub	GL53_Up_metabinner_45_sub_429	6934	No terminal repeats	NA	7	11	0.98	NA	1	8.2055	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_45_sub	GL53_Up_metabinner_45_sub_137	2412	No terminal repeats	NA	5	11	0.9794	NA	2	6.4372	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_45_sub	GL53_Up_metabinner_45_sub_41	5107	No terminal repeats	NA	8	11	0.9782	NA	1	8.358	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_45_sub	GL53_Up_metabinner_45_sub_502	2701	No terminal repeats	NA	3	11	0.9184	NA	1	2.4497	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
GL53_Up_metabinner_45_sub	GL53_Up_metabinner_45_sub_177	3932	No terminal repeats	NA	8	11	0.9174	NA	1	2.6241	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_45_sub	GL53_Up_metabinner_45_sub_239	2825	No terminal repeats	NA	8	11	0.8846	NA	2	3.5158	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Up_metabinner_45_sub	GL53_Up_metabinner_45_sub_580	2127	No terminal repeats	NA	3	11	0.851	NA	1	2.588	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_DN_metabinner_14_sub	GL54_DN_metabinner_14_sub_408	3380	No terminal repeats	NA	6	11	0.9453	NA	6	9.1862	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_DN_metabinner_14_sub	GL54_DN_metabinner_14_sub_307	8263	No terminal repeats	NA	9	11	0.902	NA	3	8.5527	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_UP_concoct_9	GL54_UP_concoct_9_297	6098	No terminal repeats	NA	15	11	0.9393	NA	5	12.2439	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_UP_metabat_18_sub	GL54_UP_metabat_18_sub_0	21024	No terminal repeats	NA	39	11	0.9778	NA	4	20.9142	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_UP_metabat_38_sub	GL54_UP_metabat_38_sub_52	24764	No terminal repeats	NA	38	11	0.9455	NA	8	23.1383	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_UP_metabat_41_sub	GL54_UP_metabat_41_sub_217	7293	No terminal repeats	NA	14	11	0.9809	NA	2	11.3877	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_UP_metabat_41_sub	GL54_UP_metabat_41_sub_144	4407	No terminal repeats	NA	5	11	0.9756	NA	2	5.5944	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_UP_metabat_59	GL54_UP_metabat_59_391	16025	No terminal repeats	NA	24	11	0.9831	NA	5	35.9457	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_UP_metabat_59	GL54_UP_metabat_59_393	18330	No terminal repeats	NA	21	11	0.9793	NA	12	28.2833	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_UP_metabat_59	GL54_UP_metabat_59_234	7084	No terminal repeats	NA	8	11	0.9729	NA	3	5.7889	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_UP_metabat_59	GL54_UP_metabat_59_282	36940	No terminal repeats	NA	54	11	0.9687	NA	11	42.8024	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_UP_metabat_59	GL54_UP_metabat_59_351	7871	No terminal repeats	NA	15	11	0.9321	NA	1	4.2237	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_UP_metabat_59	GL54_UP_metabat_59_461	10664	DTR	NA	23	11	0.8569	NA	1	5.5395	Viruses
GL54_UP_metabinner_21_sub	GL54_UP_metabinner_21_sub_100|provirus_1_11794	11794	Provirus	1-11794	20	11	0.9304	NA	1	8.7541	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Vinavirales;Corticoviridae
GL54_UP_metabinner_24	GL54_UP_metabinner_24_133	2144	No terminal repeats	NA	4	11	0.9807	NA	4	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_UP_metabinner_24	GL54_UP_metabinner_24_174	2823	No terminal repeats	NA	7	11	0.9767	NA	2	6.7153	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_UP_metabinner_24	GL54_UP_metabinner_24_106	2493	No terminal repeats	NA	3	11	0.9764	NA	1	4.0369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_UP_metabinner_24	GL54_UP_metabinner_24_6	4317	No terminal repeats	NA	10	11	0.9747	NA	1	7.1569	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_UP_metabinner_24	GL54_UP_metabinner_24_84	5120	No terminal repeats	NA	8	11	0.9177	NA	5	10.3757	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_UP_metabinner_24	GL54_UP_metabinner_24_200	2610	No terminal repeats	NA	3	11	0.8947	NA	1	2.6229	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_UP_metabinner_44_sub	GL54_UP_metabinner_44_sub_56	2648	No terminal repeats	NA	4	11	0.9797	NA	2	5.1506	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_UP_metabinner_44_sub	GL54_UP_metabinner_44_sub_267|provirus_2_6703	6702	Provirus	févr.03	12	11	0.9737	NA	1	8.4684	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL54_UP_metabinner_44_sub	GL54_UP_metabinner_44_sub_102	2777	No terminal repeats	NA	3	11	0.9607	NA	1	5.1291	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL56_Down_concoct_109	GL56_Down_concoct_109_90	4405	No terminal repeats	NA	2	11	0.8655	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL56_Down_concoct_143_sub	GL56_Down_concoct_143_sub_44	43030	No terminal repeats	NA	59	11	0.9769	NA	7	46.7579	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL56_Down_concoct_143_sub	GL56_Down_concoct_143_sub_392	2948	No terminal repeats	NA	3	11	0.9749	NA	1	4.8778	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL56_Down_concoct_143_sub	GL56_Down_concoct_143_sub_12	3467	No terminal repeats	NA	4	11	0.9666	NA	2	4.8039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL56_Down_concoct_143_sub	GL56_Down_concoct_143_sub_391	2949	No terminal repeats	NA	3	11	0.9512	NA	1	4.8778	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL56_Down_concoct_143_sub	GL56_Down_concoct_143_sub_160	16268	No terminal repeats	NA	22	11	0.9507	NA	2	18.4693	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL56_Down_concoct_143_sub	GL56_Down_concoct_143_sub_412	3572	No terminal repeats	NA	9	11	0.9155	NA	1	1.7044	Unclassified
GL56_Down_concoct_45	GL56_Down_concoct_45_548	1850	No terminal repeats	NA	3	11	0.9777	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL56_Down_concoct_45	GL56_Down_concoct_45_577	2065	No terminal repeats	NA	3	11	0.974	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL56_Down_concoct_45	GL56_Down_concoct_45_182	1579	No terminal repeats	NA	3	11	0.9722	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL56_Down_concoct_50_sub	GL56_Down_concoct_50_sub_751	2509	No terminal repeats	NA	2	11	0.9583	NA	2	2.9568	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL56_Down_concoct_50_sub	GL56_Down_concoct_50_sub_58	2064	No terminal repeats	NA	4	11	0.8451	NA	1	4.3968	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL56_Down_concoct_50_sub	GL56_Down_concoct_50_sub_901	2969	No terminal repeats	NA	1	11	0.8204	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
GL56_Down_concoct_50_sub	GL56_Down_concoct_50_sub_954	2071	No terminal repeats	NA	1	11	0.8169	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL56_Down_metabinner_2	GL56_Down_metabinner_2_6	2862	No terminal repeats	NA	4	4	0.9283	NA	2	3.3648	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL58_Down_concoct_163	GL58_Down_concoct_163_246	10179	No terminal repeats	NA	4	11	0.8574	NA	2	4.9789	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL6_UpB_metabinner_11_sub	GL6_UpB_metabinner_11_sub_127	13154	No terminal repeats	NA	27	11	0.9802	NA	1	20.392	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL6_UpB_metabinner_11_sub	GL6_UpB_metabinner_11_sub_76	17331	No terminal repeats	NA	21	11	0.9791	NA	3	24.9398	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL61_DN_concoct_141_sub	GL61_DN_concoct_141_sub_380	10995	No terminal repeats	NA	11	11	0.966	NA	5	14.3596	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL61_DN_concoct_141_sub	GL61_DN_concoct_141_sub_92	13265	No terminal repeats	NA	21	11	0.9574	NA	7	17.6613	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL61_DN_concoct_141_sub	GL61_DN_concoct_141_sub_329	3253	No terminal repeats	NA	8	11	0.9482	NA	3	6.9371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL61_DN_concoct_141_sub	GL61_DN_concoct_141_sub_283	10775	No terminal repeats	NA	13	11	0.9396	NA	3	14.1232	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL61_DN_concoct_141_sub	GL61_DN_concoct_141_sub_21	6655	No terminal repeats	NA	9	11	0.9201	NA	2	6.9642	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL61_DN_concoct_17	GL61_DN_concoct_17_123|provirus_10349_23841	13493	Provirus	10349-23841	17	11	0.8156	NA	10	19.0712	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL61_DN_metabat_70_sub	GL61_DN_metabat_70_sub_9	4481	No terminal repeats	NA	13	11	0.979	NA	1	9.897	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL61_DN_metabat_70_sub	GL61_DN_metabat_70_sub_109	19119	No terminal repeats	NA	17	11	0.9768	NA	2	9.7487	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL61_DN_metabat_70_sub	GL61_DN_metabat_70_sub_57	4337	No terminal repeats	NA	11	11	0.9751	NA	1	9.4654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL61_DN_metabat_70_sub	GL61_DN_metabat_70_sub_39	3482	No terminal repeats	NA	10	11	0.974	NA	1	6.7423	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL61_DN_metabat_70_sub	GL61_DN_metabat_70_sub_102	2767	No terminal repeats	NA	7	11	0.9682	NA	1	5.6909	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL61_DN_metabat_70_sub	GL61_DN_metabat_70_sub_60	2874	No terminal repeats	NA	6	11	0.9449	NA	1	4.0364	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL61_DN_metabat_70_sub	GL61_DN_metabat_70_sub_40	2983	No terminal repeats	NA	4	11	0.8496	NA	2	2.1507	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL61_DN_metabinner_1	GL61_DN_metabinner_1_105	16959	ITR	NA	31	11	0.9582	NA	1	7.2499	Viruses
GL61_DN_metabinner_3_sub	GL61_DN_metabinner_3_sub_58|provirus_212990_231490	18501	Provirus	212990-231490	22	11	0.8821	NA	7	17.9114	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL61_DN_metabinner_47_sub	GL61_DN_metabinner_47_sub_430	6435	No terminal repeats	NA	7	11	0.9624	NA	1	6.145	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL61_DN_metabinner_47_sub	GL61_DN_metabinner_47_sub_82	11794	No terminal repeats	NA	10	11	0.9588	NA	1	6.962	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL61_DN_metabinner_47_sub	GL61_DN_metabinner_47_sub_173	8581	No terminal repeats	NA	10	11	0.8878	NA	3	9.7423	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL65_DN_concoct_143	GL65_DN_concoct_143_174	4737	No terminal repeats	NA	7	11	0.8879	NA	4	8.9453	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL65_DN_concoct_143	GL65_DN_concoct_143_212	4164	No terminal repeats	NA	5	11	0.8727	NA	2	5.5331	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL65_DN_concoct_143	GL65_DN_concoct_143_141	5399	No terminal repeats	NA	6	11	0.8311	NA	4	7.5267	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL65_DN_concoct_201	GL65_DN_concoct_201_422	4912	No terminal repeats	NA	8	11	0.9738	NA	1	3.159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL65_DN_concoct_201	GL65_DN_concoct_201_192	1959	No terminal repeats	NA	3	11	0.9681	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL65_DN_concoct_201	GL65_DN_concoct_201_867	8060	No terminal repeats	NA	12	11	0.9541	NA	2	2.5526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL65_DN_concoct_57	GL65_DN_concoct_57_83|provirus_23854_61988	38135	Provirus	23854-61988	49	11	0.9597	NA	5	34.1816	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL65_DN_concoct_57	GL65_DN_concoct_57_98|provirus_13387_27697	14311	Provirus	13387-27697	19	11	0.8369	NA	9	17.5574	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL65_DN_metabat_140_sub	GL65_DN_metabat_140_sub_138	16629	No terminal repeats	NA	18	11	0.982	NA	7	20.5738	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL65_DN_metabat_140_sub	GL65_DN_metabat_140_sub_599	2733	No terminal repeats	NA	4	11	0.8529	NA	1	2.7754	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL65_DN_metabinner_1	GL65_DN_metabinner_1_82	35164	DTR	NA	44	11	0.9298	NA	6	27.3303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL65_DN_metabinner_17	GL65_DN_metabinner_17_53	2206	No terminal repeats	NA	5	11	0.981	NA	2	4.7265	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL65_DN_metabinner_17	GL65_DN_metabinner_17_234|provirus_1_26120	26120	Provirus	1-26120	38	11	0.9575	NA	4	29.0922	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL65_DN_metabinner_17	GL65_DN_metabinner_17_171	14191	No terminal repeats	NA	24	11	0.9566	NA	2	14.8072	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL65_DN_metabinner_17	GL65_DN_metabinner_17_123	5965	No terminal repeats	NA	10	11	0.9546	NA	1	9.9964	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL65_DN_metabinner_17	GL65_DN_metabinner_17_324	8553	No terminal repeats	NA	8	11	0.8814	NA	1	5.3623	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL65_DN_metabinner_30_sub	GL65_DN_metabinner_30_sub_251|provirus_325_9536	9212	Provirus	325-9536	13	11	0.9752	NA	2	16.5625	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
